Id ,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
15962,-122.44,37.72,52.0,1507.0,282.0,929.0,281.0,3.8958,NEAR BAY,247700.0
8200,-118.14,33.79,,2388.0,619.0,1461.0,592.0,3.1711,NEAR OCEAN,215400.0
9754,-121.7,36.55,21.0,3905.0,583.0,1528.0,586.0,7.6245,<1H OCEAN,336600.0
7459,-118.18,33.92,29.0,749.0,185.0,708.0,196.0,2.4583,<1H OCEAN,136900.0
15859,-122.39,37.76,52.0,1877.0,427.0,712.0,398.0,3.9722,NEAR BAY,290900.0
6419,-118.01,34.15,32.0,6597.0,1579.0,3689.0,1459.0,3.2377,INLAND,184100.0
4369,-118.28,34.11,46.0,1156.0,203.0,514.0,213.0,4.2019,<1H OCEAN,352100.0
3021,-119.48,35.17,36.0,116.0,20.0,39.0,18.0,3.125,INLAND,37500.0
9584,-120.49,37.32,13.0,3474.0,927.0,2149.0,821.0,1.9528,INLAND,85300.0
15786,-122.39,37.78,,1405.0,515.0,725.0,392.0,3.6037,NEAR BAY,187500.0
14634,-117.2,32.8,33.0,2573.0,436.0,1084.0,443.0,4.2417,NEAR OCEAN,294100.0
14985,-117.02,32.74,30.0,4205.0,772.0,2012.0,734.0,3.5,NEAR OCEAN,144700.0
11102,-117.88,33.85,26.0,3924.0,781.0,2332.0,725.0,3.7772,<1H OCEAN,223900.0
1047,-120.66,38.4,18.0,2144.0,420.0,985.0,381.0,3.175,INLAND,118500.0
7922,-118.08,33.86,29.0,3260.0,783.0,1969.0,737.0,3.5268,<1H OCEAN,215500.0
18276,-122.07,37.34,35.0,1172.0,184.0,512.0,175.0,7.3561,<1H OCEAN,500001.0
13582,-117.29,34.12,40.0,2198.0,612.0,1517.0,531.0,1.0951,INLAND,65800.0
9820,-121.91,36.62,52.0,1431.0,300.0,657.0,293.0,3.2865,<1H OCEAN,240100.0
19828,-119.39,36.55,30.0,1669.0,314.0,837.0,325.0,3.3869,INLAND,80400.0
4353,-118.38,34.1,39.0,3798.0,586.0,975.0,525.0,9.3092,<1H OCEAN,500001.0
20323,-119.12,34.23,35.0,2028.0,554.0,2252.0,521.0,2.4643,NEAR OCEAN,182000.0
10719,-117.82,33.66,15.0,2460.0,447.0,1049.0,398.0,6.4967,<1H OCEAN,387500.0
16911,-122.37,37.56,,7189.0,874.0,2440.0,846.0,11.6833,NEAR OCEAN,500001.0
794,-122.08,37.64,30.0,5267.0,1253.0,4065.0,1113.0,3.3479,NEAR BAY,182100.0
3745,-118.4,34.16,34.0,2638.0,580.0,1150.0,551.0,4.2989,<1H OCEAN,364700.0
20039,-118.97,36.06,26.0,1289.0,262.0,1100.0,244.0,1.975,INLAND,51400.0
6886,-118.1,34.06,31.0,2852.0,740.0,3100.0,725.0,2.9524,<1H OCEAN,178800.0
16360,-121.3,38.0,23.0,3706.0,1106.0,3785.0,1019.0,1.7774,INLAND,100000.0
2802,-119.03,35.42,45.0,1628.0,352.0,754.0,334.0,2.5703,INLAND,62400.0
16882,-122.38,37.59,31.0,3052.0,844.0,1581.0,788.0,3.0744,NEAR OCEAN,457700.0
9075,-118.16,34.7,33.0,2918.0,494.0,1365.0,478.0,4.8787,INLAND,127700.0
15184,-117.1,32.97,17.0,3167.0,861.0,2098.0,828.0,2.4459,<1H OCEAN,85800.0
6661,-118.12,34.17,52.0,2948.0,542.0,1363.0,495.0,4.7098,INLAND,287900.0
17366,-120.43,34.95,,2020.0,344.0,692.0,310.0,3.6815,<1H OCEAN,181800.0
7033,-118.1,33.96,40.0,1743.0,328.0,981.0,291.0,3.6667,<1H OCEAN,173100.0
17886,-121.96,37.39,20.0,1032.0,229.0,658.0,238.0,4.5062,<1H OCEAN,219300.0
2194,-120.02,36.8,25.0,1270.0,255.0,1050.0,245.0,2.1618,INLAND,55300.0
8891,-118.5,34.02,24.0,2924.0,1013.0,1492.0,943.0,2.775,<1H OCEAN,291700.0
13765,-117.13,34.07,34.0,2405.0,541.0,1342.0,514.0,2.8031,INLAND,86900.0
3042,-119.27,35.49,39.0,2649.0,572.0,1815.0,547.0,2.3533,INLAND,65400.0
11193,-117.92,33.84,38.0,1316.0,263.0,671.0,278.0,3.2969,<1H OCEAN,220000.0
1043,-120.93,38.26,13.0,2084.0,449.0,834.0,305.0,3.2937,INLAND,114200.0
14963,-117.0,32.76,31.0,1989.0,280.0,805.0,301.0,6.5645,<1H OCEAN,189100.0
9391,-122.54,37.9,48.0,2491.0,460.0,937.0,455.0,4.4375,NEAR BAY,370000.0
17823,-121.86,37.38,15.0,2052.0,405.0,1380.0,409.0,5.8686,<1H OCEAN,181100.0
1676,-122.26,38.04,41.0,2512.0,539.0,1179.0,480.0,2.694,NEAR BAY,123000.0
9598,-120.48,37.31,42.0,2361.0,512.0,1684.0,511.0,2.355,INLAND,75600.0
14417,-117.24,32.79,25.0,2135.0,691.0,566.0,320.0,2.6902,NEAR OCEAN,212500.0
7810,-118.1,33.9,37.0,796.0,175.0,740.0,183.0,3.6,<1H OCEAN,156400.0
1844,-122.28,37.91,38.0,2501.0,348.0,805.0,329.0,6.5576,NEAR BAY,358500.0
4278,-118.31,34.09,28.0,720.0,267.0,891.0,265.0,1.8977,<1H OCEAN,100000.0
3835,-118.43,34.19,27.0,3440.0,739.0,1827.0,712.0,4.125,<1H OCEAN,245500.0
1880,-119.98,38.94,25.0,1339.0,328.0,503.0,219.0,1.9018,INLAND,109700.0
7975,-118.2,33.87,42.0,1482.0,310.0,1052.0,317.0,3.9469,<1H OCEAN,158200.0
12599,-121.49,38.53,42.0,1468.0,281.0,571.0,271.0,3.3906,INLAND,124200.0
5025,-118.32,33.99,43.0,1257.0,232.0,735.0,232.0,3.7167,<1H OCEAN,108900.0
13999,-116.9,34.69,10.0,337.0,102.0,108.0,50.0,0.4999,INLAND,55000.0
1775,-122.34,37.94,31.0,1611.0,455.0,786.0,411.0,1.681,NEAR BAY,145500.0
17010,-122.28,37.53,15.0,5417.0,1199.0,2593.0,1098.0,4.8047,NEAR OCEAN,438000.0
8725,-118.36,33.83,35.0,2828.0,487.0,1439.0,490.0,5.6013,<1H OCEAN,350200.0
17544,-121.87,37.34,52.0,1170.0,215.0,604.0,207.0,2.6667,<1H OCEAN,325900.0
17867,-121.91,37.44,26.0,1669.0,276.0,951.0,278.0,4.7794,<1H OCEAN,225800.0
5271,-118.52,34.04,42.0,993.0,130.0,368.0,134.0,10.8082,<1H OCEAN,500001.0
19628,-121.04,37.3,6.0,2657.0,486.0,1409.0,392.0,3.3824,INLAND,115500.0
11993,-117.53,34.02,19.0,256.0,34.0,101.0,28.0,5.3269,INLAND,375000.0
5942,-117.88,34.14,23.0,2308.0,322.0,1001.0,317.0,7.5112,INLAND,355500.0
2692,-115.32,32.82,34.0,591.0,139.0,327.0,89.0,3.6528,INLAND,100000.0
14851,-117.08,32.67,31.0,3008.0,764.0,2088.0,757.0,2.5662,NEAR OCEAN,118200.0
11697,-117.99,33.89,23.0,2111.0,306.0,979.0,288.0,8.5621,<1H OCEAN,347800.0
19949,-119.37,36.21,35.0,2228.0,476.0,1567.0,449.0,1.4455,INLAND,54100.0
8600,-118.37,33.87,19.0,757.0,148.0,361.0,141.0,6.02,<1H OCEAN,304200.0
16243,-121.3,37.98,39.0,3375.0,659.0,1388.0,631.0,2.6364,INLAND,93800.0
9051,-118.12,34.71,26.0,4230.0,823.0,2789.0,793.0,2.5179,INLAND,104000.0
17678,-121.85,37.33,19.0,735.0,158.0,597.0,134.0,4.5208,<1H OCEAN,188100.0
17259,-119.72,34.42,31.0,1524.0,383.0,1257.0,398.0,2.6019,NEAR OCEAN,250000.0
7981,-118.17,33.87,45.0,2110.0,494.0,1404.0,454.0,2.9803,<1H OCEAN,165900.0
199,-122.23,37.78,52.0,472.0,146.0,415.0,126.0,2.6429,NEAR BAY,71300.0
4397,-118.27,34.07,38.0,1270.0,556.0,1692.0,450.0,1.87,<1H OCEAN,170800.0
8045,-118.17,33.85,37.0,3714.0,708.0,1956.0,694.0,4.2218,<1H OCEAN,200500.0
554,-122.26,37.77,52.0,1848.0,479.0,921.0,477.0,2.875,NEAR BAY,234000.0
18853,-122.28,41.38,15.0,5266.0,1031.0,2147.0,885.0,2.8036,INLAND,110100.0
1886,-119.98,38.93,25.0,1262.0,293.0,534.0,226.0,2.6607,INLAND,90400.0
345,-122.18,37.75,36.0,1047.0,214.0,651.0,166.0,1.712,NEAR BAY,82100.0
6829,-118.11,34.08,45.0,1106.0,226.0,779.0,205.0,4.5446,<1H OCEAN,244800.0
7916,-118.08,33.87,23.0,2536.0,552.0,2012.0,556.0,4.1406,<1H OCEAN,200800.0
12195,-117.28,33.66,15.0,4573.0,928.0,2513.0,832.0,2.6949,<1H OCEAN,163600.0
14529,-117.14,32.92,15.0,3242.0,595.0,1936.0,593.0,4.9706,<1H OCEAN,184700.0
4176,-118.22,34.1,33.0,1903.0,386.0,1187.0,340.0,4.0469,<1H OCEAN,196600.0
2236,-119.8,36.86,7.0,6434.0,1201.0,2733.0,1045.0,3.7656,INLAND,145000.0
2853,-118.94,35.38,26.0,4800.0,831.0,2365.0,743.0,3.7533,INLAND,87000.0
6151,-117.96,34.09,6.0,1954.0,534.0,1584.0,496.0,3.1621,INLAND,131000.0
5843,-118.32,34.19,37.0,589.0,119.0,375.0,122.0,3.3897,<1H OCEAN,222700.0
13687,-117.22,34.15,9.0,2524.0,352.0,1139.0,362.0,6.2516,INLAND,159300.0
580,-122.07,37.71,36.0,2879.0,480.0,1235.0,455.0,4.9801,NEAR BAY,241500.0
2154,-119.8,36.78,50.0,1818.0,374.0,737.0,338.0,2.2614,INLAND,73000.0
9538,-120.71,37.39,11.0,1479.0,341.0,1476.0,327.0,3.2721,INLAND,73800.0
5339,-118.45,34.03,45.0,727.0,168.0,520.0,175.0,2.6528,<1H OCEAN,300000.0
20004,-119.19,36.14,41.0,759.0,140.0,408.0,129.0,3.9,INLAND,85900.0
1791,-122.37,37.93,45.0,3150.0,756.0,1798.0,749.0,1.75,NEAR BAY,37900.0
3692,-118.36,34.21,41.0,337.0,65.0,198.0,50.0,1.8929,<1H OCEAN,152900.0
16159,-122.49,37.78,52.0,2050.0,439.0,1109.0,437.0,2.6719,NEAR BAY,318500.0
831,-122.02,37.6,36.0,1633.0,345.0,1382.0,338.0,3.694,NEAR BAY,159600.0
9773,-121.25,36.32,12.0,4776.0,1082.0,4601.0,1066.0,2.9184,<1H OCEAN,100500.0
20395,-118.85,34.25,17.0,5593.0,732.0,1992.0,660.0,7.2965,<1H OCEAN,342900.0
18221,-122.08,37.4,19.0,3565.0,858.0,1639.0,744.0,4.1544,NEAR BAY,277000.0
13010,-121.25,38.72,15.0,6838.0,941.0,3166.0,926.0,5.2177,INLAND,162700.0
11250,-118.0,33.81,17.0,1530.0,404.0,883.0,344.0,2.8835,<1H OCEAN,196500.0
2453,-119.55,36.52,31.0,1986.0,417.0,1042.0,422.0,3.0294,INLAND,70200.0
16747,-122.46,37.69,35.0,1983.0,385.0,1577.0,414.0,4.0833,NEAR OCEAN,266700.0
15978,-122.46,37.76,52.0,1817.0,449.0,948.0,380.0,3.93,NEAR BAY,390000.0
9480,-123.36,39.4,21.0,1081.0,254.0,715.0,275.0,1.5625,<1H OCEAN,71500.0
7918,-118.09,33.87,31.0,3498.0,728.0,2098.0,697.0,3.9837,<1H OCEAN,246000.0
360,-122.13,37.76,26.0,3266.0,491.0,1222.0,533.0,5.37,NEAR BAY,275400.0
5007,-118.33,34.02,,2223.0,361.0,968.0,373.0,4.26,<1H OCEAN,182600.0
17431,-120.45,34.65,27.0,2215.0,578.0,1544.0,527.0,1.9257,NEAR OCEAN,135300.0
8182,-118.1,33.8,37.0,1814.0,329.0,,328.0,5.0574,<1H OCEAN,240800.0
289,-122.17,37.78,52.0,653.0,128.0,,121.0,4.175,NEAR BAY,144000.0
14564,-117.2,32.84,34.0,3353.0,544.0,1583.0,571.0,4.55,NEAR OCEAN,187700.0
2375,-119.58,36.69,42.0,1032.0,215.0,812.0,225.0,1.9766,INLAND,58100.0
20204,-119.2,34.25,25.0,195.0,59.0,140.0,43.0,3.8889,NEAR OCEAN,187500.0
2055,-119.76,36.68,29.0,1243.0,312.0,836.0,277.0,1.8355,INLAND,74200.0
18998,-121.96,38.34,14.0,3035.0,680.0,1597.0,663.0,3.6036,INLAND,143500.0
8586,-118.39,33.9,7.0,4314.0,725.0,1699.0,718.0,8.2037,<1H OCEAN,500001.0
5082,-118.3,33.98,44.0,1242.0,270.0,811.0,274.0,2.9375,<1H OCEAN,95200.0
7333,-118.18,33.97,34.0,3214.0,899.0,3086.0,808.0,2.0057,<1H OCEAN,189400.0
11906,-117.39,33.97,48.0,1915.0,348.0,1060.0,376.0,3.4044,INLAND,117900.0
5725,-118.22,34.19,36.0,959.0,204.0,446.0,210.0,3.215,<1H OCEAN,331300.0
17067,-122.24,37.49,19.0,322.0,112.0,191.0,102.0,2.5833,NEAR OCEAN,500001.0
19424,-121.02,37.71,25.0,207.0,41.0,87.0,43.0,3.6023,INLAND,131300.0
8887,-118.52,34.02,24.0,7418.0,1755.0,2713.0,1577.0,5.0867,<1H OCEAN,500001.0
12103,-117.33,33.98,52.0,1417.0,353.0,881.0,300.0,1.9531,INLAND,162500.0
8413,-118.35,33.94,36.0,2225.0,601.0,,610.0,2.5547,<1H OCEAN,150400.0
6389,-118.03,34.16,,2731.0,366.0,1034.0,338.0,9.8098,INLAND,500001.0
16824,-122.49,37.63,31.0,3109.0,621.0,1472.0,618.0,5.155,NEAR OCEAN,263900.0
6538,-118.04,34.05,34.0,1058.0,230.0,1043.0,229.0,3.0536,<1H OCEAN,137500.0
11378,-117.95,33.69,26.0,1417.0,264.0,817.0,261.0,4.875,<1H OCEAN,230400.0
5386,-118.41,34.02,24.0,2610.0,756.0,1322.0,692.0,3.5022,<1H OCEAN,281300.0
8948,-118.46,34.02,45.0,3803.0,970.0,1690.0,871.0,3.0476,<1H OCEAN,456200.0
14544,-117.25,32.96,18.0,4773.0,743.0,1970.0,716.0,6.6199,NEAR OCEAN,406200.0
16666,-120.71,35.27,9.0,2568.0,421.0,1149.0,398.0,5.4287,NEAR OCEAN,331600.0
5575,-118.31,33.84,5.0,3559.0,869.0,2965.0,794.0,2.6491,<1H OCEAN,216700.0
4560,-118.26,34.04,6.0,1529.0,566.0,1051.0,473.0,2.462,<1H OCEAN,162500.0
18418,-121.83,37.27,14.0,2855.0,380.0,1420.0,383.0,6.6712,<1H OCEAN,311500.0
15813,-122.42,37.76,52.0,4407.0,1192.0,2280.0,1076.0,3.3937,NEAR BAY,270000.0
12573,-121.41,38.53,37.0,1058.0,224.0,588.0,231.0,2.9737,INLAND,72100.0
16471,-121.25,38.13,25.0,1305.0,270.0,789.0,235.0,3.2993,INLAND,91100.0
18751,-122.43,40.66,15.0,2532.0,458.0,1183.0,450.0,2.5417,INLAND,92200.0
15752,-122.44,37.77,52.0,3475.0,807.0,1518.0,777.0,3.6186,NEAR BAY,500001.0
12288,-116.98,33.94,27.0,3459.0,640.0,1760.0,654.0,3.4545,INLAND,89800.0
15582,-116.74,33.33,17.0,4190.0,946.0,1802.0,673.0,2.4744,INLAND,158200.0
10807,-117.93,33.65,35.0,2133.0,413.0,1473.0,402.0,4.4211,<1H OCEAN,215200.0
12888,-121.35,38.66,24.0,3313.0,769.0,1631.0,681.0,2.5556,INLAND,105700.0
5278,-118.47,34.06,45.0,1271.0,190.0,419.0,171.0,7.6447,<1H OCEAN,500001.0
12368,-116.42,33.79,12.0,7095.0,1260.0,1179.0,570.0,4.9444,INLAND,285000.0
17587,-121.92,37.3,36.0,2088.0,358.0,772.0,347.0,4.2762,<1H OCEAN,310100.0
7789,-118.07,33.89,29.0,1138.0,217.0,964.0,222.0,4.537,<1H OCEAN,185300.0
5133,-118.26,33.97,46.0,1295.0,351.0,1120.0,323.0,1.7121,<1H OCEAN,98200.0
13209,-117.72,34.05,8.0,1841.0,409.0,1243.0,394.0,4.0614,INLAND,107000.0
3108,-117.68,35.61,9.0,4241.0,832.0,1929.0,742.0,3.5988,INLAND,84500.0
7307,-118.2,33.99,30.0,1474.0,459.0,1844.0,464.0,2.551,<1H OCEAN,160000.0
14217,-117.05,32.67,32.0,4227.0,785.0,2842.0,795.0,3.9646,NEAR OCEAN,137800.0
863,-122.0,37.58,6.0,4405.0,717.0,2071.0,688.0,5.8151,<1H OCEAN,295600.0
3254,-120.14,36.0,33.0,1726.0,420.0,1371.0,388.0,2.0335,INLAND,43900.0
18156,-122.06,37.36,35.0,2693.0,493.0,1343.0,455.0,6.0777,<1H OCEAN,327500.0
20582,-122.16,38.9,33.0,1221.0,236.0,488.0,199.0,3.7574,INLAND,92700.0
10137,-117.89,33.91,33.0,1264.0,224.0,527.0,227.0,3.7321,<1H OCEAN,216500.0
1508,-122.05,37.92,14.0,12713.0,2558.0,4741.0,2412.0,4.7094,NEAR BAY,234700.0
2872,-118.95,35.37,37.0,1475.0,327.0,946.0,295.0,1.6728,INLAND,55400.0
4913,-118.27,34.01,43.0,1235.0,385.0,1745.0,372.0,2.0817,<1H OCEAN,113300.0
16176,-122.4,37.75,26.0,54.0,9.0,23.0,9.0,6.1359,NEAR BAY,225000.0
7814,-118.11,33.9,26.0,4173.0,893.0,2471.0,863.0,3.5052,<1H OCEAN,196000.0
8973,-118.41,34.0,37.0,1426.0,259.0,689.0,261.0,5.5284,<1H OCEAN,331000.0
16350,-121.35,38.02,15.0,3583.0,644.0,2183.0,643.0,3.428,INLAND,140700.0
6011,-117.77,34.06,27.0,2178.0,629.0,2379.0,591.0,1.9766,INLAND,108000.0
7499,-118.25,33.92,44.0,1737.0,363.0,1184.0,343.0,2.5363,<1H OCEAN,95900.0
4124,-118.22,34.13,35.0,2983.0,526.0,1614.0,543.0,5.7794,<1H OCEAN,272400.0
3438,-118.42,34.26,37.0,1789.0,424.0,2279.0,411.0,3.9,<1H OCEAN,138600.0
15938,-122.4,37.72,37.0,971.0,248.0,647.0,208.0,2.1187,NEAR BAY,239300.0
18461,-121.76,37.26,17.0,250.0,52.0,141.0,51.0,4.6458,<1H OCEAN,500001.0
16333,-121.33,38.03,19.0,1708.0,291.0,906.0,288.0,4.918,INLAND,130600.0
4216,-118.27,34.11,36.0,1832.0,539.0,934.0,486.0,3.0521,<1H OCEAN,276600.0
7488,-118.22,33.92,43.0,1195.0,256.0,1251.0,262.0,3.4539,<1H OCEAN,125000.0
18489,-121.59,37.01,16.0,6637.0,1171.0,3575.0,1162.0,4.3227,INLAND,251500.0
7103,-118.0,33.89,34.0,1932.0,315.0,1053.0,316.0,5.1377,<1H OCEAN,213300.0
5375,-118.39,34.04,41.0,101.0,23.0,85.0,30.0,4.125,<1H OCEAN,237500.0
17001,-122.26,37.57,23.0,7995.0,1254.0,3484.0,1198.0,6.5948,NEAR BAY,404000.0
5613,-118.25,33.79,34.0,1349.0,371.0,1716.0,380.0,2.7143,NEAR OCEAN,138100.0
2734,-115.56,32.78,34.0,2856.0,555.0,1627.0,522.0,3.2083,INLAND,76200.0
11526,-118.09,33.77,,1388.0,409.0,515.0,392.0,1.8015,<1H OCEAN,62000.0
674,-122.16,37.68,16.0,1687.0,348.0,568.0,352.0,2.3869,NEAR BAY,83300.0
1711,-122.3,37.98,25.0,3807.0,806.0,1821.0,792.0,3.6518,NEAR BAY,164300.0
10665,-117.87,33.61,25.0,2267.0,359.0,866.0,348.0,7.79,<1H OCEAN,500001.0
14364,-117.23,32.73,44.0,1168.0,263.0,509.0,256.0,2.7273,NEAR OCEAN,269700.0
7664,-118.21,33.83,38.0,793.0,193.0,601.0,187.0,2.8837,NEAR OCEAN,176100.0
4789,-118.32,34.02,47.0,1648.0,346.0,1120.0,338.0,2.0042,<1H OCEAN,114200.0
9393,-122.55,37.92,52.0,2303.0,350.0,859.0,359.0,6.1085,NEAR BAY,500001.0
19113,-122.63,38.22,17.0,2652.0,342.0,1199.0,350.0,5.565,<1H OCEAN,267100.0
2899,-119.01,35.37,35.0,120.0,35.0,477.0,41.0,1.9125,INLAND,47500.0
6935,-118.09,34.01,31.0,1108.0,238.0,1151.0,229.0,4.3333,<1H OCEAN,149500.0
4035,-118.52,34.17,20.0,17377.0,4457.0,7450.0,4204.0,3.2154,<1H OCEAN,259600.0
6674,-118.12,34.15,35.0,1760.0,447.0,984.0,384.0,3.4167,<1H OCEAN,198200.0
17448,-120.47,34.63,23.0,2441.0,463.0,1392.0,434.0,3.7917,NEAR OCEAN,142200.0
4990,-118.31,33.99,48.0,2235.0,433.0,1363.0,433.0,1.6559,<1H OCEAN,101400.0
11286,-117.95,33.79,34.0,2912.0,520.0,1625.0,501.0,4.4667,<1H OCEAN,190600.0
7932,-118.06,33.84,20.0,5643.0,1231.0,3841.0,1195.0,4.0542,<1H OCEAN,168400.0
4257,-118.35,34.1,24.0,5477.0,1803.0,2863.0,1755.0,1.845,<1H OCEAN,237500.0
15401,-117.22,33.22,16.0,2134.0,643.0,1555.0,560.0,1.7217,<1H OCEAN,175000.0
5473,-118.46,33.99,52.0,1158.0,253.0,528.0,253.0,3.5234,<1H OCEAN,334700.0
18646,-121.99,36.97,15.0,3044.0,786.0,1306.0,693.0,2.1771,NEAR OCEAN,213200.0
15989,-122.47,37.76,39.0,3200.0,689.0,1391.0,618.0,3.6346,NEAR BAY,338000.0
9601,-120.48,37.3,49.0,2919.0,719.0,1956.0,679.0,1.5427,INLAND,88500.0
1254,-122.01,39.21,52.0,1989.0,392.0,985.0,396.0,2.5556,INLAND,75800.0
15311,-117.38,33.19,26.0,4123.0,1145.0,1703.0,895.0,1.9891,NEAR OCEAN,500000.0
11597,-118.09,33.78,26.0,2146.0,298.0,852.0,296.0,6.6137,<1H OCEAN,342700.0
12353,-116.54,33.81,24.0,6087.0,1217.0,1721.0,833.0,3.1493,INLAND,199400.0
9366,-122.52,37.94,18.0,1804.0,284.0,,241.0,5.9582,NEAR BAY,500001.0
17102,-122.22,37.46,37.0,2586.0,495.0,1208.0,502.0,4.3214,NEAR OCEAN,342700.0
2122,-119.71,36.74,18.0,8099.0,1670.0,4476.0,1514.0,2.4728,INLAND,88300.0
2673,-115.62,33.04,20.0,1121.0,244.0,766.0,230.0,2.2969,INLAND,62000.0
13895,-116.32,34.14,18.0,1880.0,487.0,994.0,425.0,1.69,INLAND,54200.0
16806,-122.41,37.66,,1075.0,318.0,906.0,294.0,3.0052,NEAR OCEAN,242500.0
12429,-116.25,33.68,16.0,926.0,189.0,,118.0,3.0114,INLAND,366700.0
11756,-121.18,38.73,16.0,1584.0,264.0,613.0,226.0,6.0302,INLAND,273100.0
6118,-117.91,34.13,34.0,1540.0,328.0,1037.0,317.0,2.2132,<1H OCEAN,138500.0
3953,-118.65,34.21,5.0,5429.0,665.0,2315.0,687.0,9.6465,<1H OCEAN,500001.0
1516,-122.07,37.93,45.0,1544.0,244.0,614.0,238.0,5.0255,NEAR BAY,226000.0
18976,-122.03,38.25,13.0,3334.0,541.0,1923.0,538.0,4.0905,INLAND,134800.0
3611,-118.43,34.24,36.0,1488.0,313.0,1221.0,296.0,4.0208,<1H OCEAN,171400.0
791,-122.08,37.64,36.0,1116.0,199.0,,226.0,5.7309,NEAR BAY,177900.0
12348,-116.56,33.83,36.0,1765.0,399.0,451.0,264.0,2.6083,INLAND,321900.0
1865,-123.92,41.54,22.0,2920.0,636.0,1382.0,499.0,2.0202,NEAR OCEAN,71100.0
7066,-118.03,33.94,34.0,1748.0,386.0,917.0,378.0,3.4792,<1H OCEAN,169000.0
6064,-117.84,33.98,26.0,3638.0,557.0,1993.0,593.0,6.1076,<1H OCEAN,221200.0
337,-122.17,37.74,46.0,769.0,183.0,693.0,178.0,2.25,NEAR BAY,84200.0
18228,-122.09,37.41,18.0,1476.0,473.0,838.0,415.0,3.575,NEAR BAY,274000.0
10075,-120.15,39.36,9.0,2254.0,400.0,694.0,243.0,5.6856,INLAND,138100.0
2344,-119.68,36.81,16.0,2668.0,454.0,1536.0,457.0,3.9792,INLAND,88900.0
4004,-118.61,34.15,32.0,4491.0,815.0,1696.0,749.0,4.9102,<1H OCEAN,319100.0
16689,-120.59,35.11,20.0,3098.0,571.0,1449.0,611.0,3.5744,<1H OCEAN,197800.0
11321,-117.98,33.77,22.0,3236.0,673.0,2034.0,662.0,4.0955,<1H OCEAN,174200.0
20575,-121.9,38.72,38.0,575.0,107.0,259.0,109.0,3.75,INLAND,187500.0
17386,-120.44,34.97,22.0,1619.0,360.0,1509.0,384.0,1.7941,<1H OCEAN,110300.0
5706,-118.22,34.21,29.0,2174.0,418.0,1030.0,395.0,3.5707,<1H OCEAN,341700.0
9567,-120.61,37.35,34.0,1900.0,401.0,1009.0,385.0,2.2222,INLAND,75000.0
9880,-121.79,36.64,11.0,32627.0,6445.0,28566.0,6082.0,2.3087,<1H OCEAN,118800.0
7017,-118.09,33.98,39.0,936.0,194.0,691.0,211.0,3.6875,<1H OCEAN,169500.0
11213,-117.91,33.81,18.0,1181.0,353.0,781.0,340.0,2.5625,<1H OCEAN,153100.0
12814,-121.5,38.62,8.0,16679.0,3457.0,7919.0,3329.0,3.7188,INLAND,134500.0
18067,-122.03,37.29,22.0,3118.0,438.0,1147.0,425.0,10.3653,<1H OCEAN,500001.0
11313,-117.95,33.77,38.0,989.0,246.0,691.0,204.0,3.2632,<1H OCEAN,180900.0
16022,-122.46,37.73,52.0,2401.0,346.0,812.0,328.0,6.8322,NEAR BAY,394100.0
7261,-118.21,33.99,39.0,47.0,16.0,51.0,23.0,3.2188,<1H OCEAN,112500.0
16571,-121.42,37.74,45.0,818.0,144.0,340.0,138.0,4.8021,INLAND,133500.0
248,-122.22,37.78,50.0,1776.0,473.0,1807.0,440.0,1.7276,NEAR BAY,102300.0
18586,-121.79,36.95,34.0,2152.0,430.0,1516.0,386.0,3.7863,<1H OCEAN,192200.0
1841,-122.29,37.91,46.0,2085.0,346.0,,354.0,4.0536,NEAR BAY,262000.0
33,-122.27,37.83,49.0,1655.0,366.0,754.0,329.0,1.375,NEAR BAY,104900.0
20262,-119.19,34.21,28.0,4194.0,811.0,2556.0,856.0,4.2227,NEAR OCEAN,235400.0
8700,-118.35,33.87,28.0,2319.0,579.0,1369.0,564.0,3.6169,<1H OCEAN,257000.0
1076,-121.8,39.75,11.0,7212.0,1355.0,3264.0,1264.0,3.1125,INLAND,122600.0
311,-122.2,37.76,47.0,1116.0,259.0,826.0,279.0,1.75,NEAR BAY,85700.0
19415,-121.07,37.71,39.0,223.0,37.0,92.0,37.0,3.375,INLAND,212500.0
11402,-117.92,33.73,17.0,1692.0,293.0,934.0,280.0,4.4728,<1H OCEAN,205800.0
9835,-121.92,36.63,36.0,877.0,175.0,349.0,168.0,3.4167,<1H OCEAN,339100.0
13357,-117.62,34.05,33.0,883.0,211.0,1007.0,210.0,2.8281,INLAND,103600.0
5399,-118.43,34.03,39.0,1733.0,429.0,855.0,387.0,3.2308,<1H OCEAN,340800.0
17204,-119.74,34.44,26.0,4257.0,1031.0,1861.0,950.0,3.4047,NEAR OCEAN,294500.0
16529,-121.17,37.82,35.0,2506.0,406.0,1316.0,398.0,3.8472,INLAND,197600.0
7931,-118.06,33.84,26.0,6960.0,1454.0,4367.0,1437.0,4.7953,<1H OCEAN,210900.0
16387,-121.27,38.02,32.0,342.0,58.0,138.0,52.0,2.9821,INLAND,155000.0
12892,-121.33,38.66,15.0,4371.0,908.0,1842.0,818.0,2.7797,INLAND,105500.0
239,-122.2,37.79,45.0,2021.0,528.0,1410.0,480.0,2.7788,NEAR BAY,115400.0
5158,-118.28,33.96,42.0,1206.0,304.0,1167.0,250.0,1.615,<1H OCEAN,101300.0
